Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
196.1,2025-07-15,Tuesday,13:30:00,4.47,0.1,CE,3000.0,Sell,2025-07-15,Tuesday,17:25:00,0.01,0.446,99.77628635346757,2025-07-15,,,Exit Condition Met For Trade
196.2,2025-07-15,Tuesday,13:30:00,5.59,0.1,PE,2960.0,Sell,2025-07-15,Tuesday,17:25:00,0.17,0.542,96.95885509838999,2025-07-15,,,Exit Condition Met For Trade
197,2025-07-16,,13:30:00,3162.32,,,,,2025-07-16,,17:25:00,3150.83,1.3599999999999999,,,1.3599999999999999,-0.02400000000000002,Exit Condition Met For Trade
197.1,2025-07-16,Wednesday,13:30:00,7.81,0.1,CE,3180.0,Sell,2025-07-16,Wednesday,17:25:00,0.01,0.78,99.8719590268886,2025-07-16,,,Exit Condition Met For Trade
197.2,2025-07-16,Wednesday,13:30:00,5.78,0.1,PE,3140.0,Sell,2025-07-16,Wednesday,17:25:00,0.01,0.5770000000000001,99.82698961937716,2025-07-16,,,Exit Condition Met For Trade
198,2025-07-17,,13:30:00,3448.46,,,,,2025-07-17,,17:25:00,3435.09,2.3,,,2.3,-0.20500000000000007,Exit Condition Met For Trade
198.1,2025-07-17,Thursday,13:30:00,14.5,0.1,CE,3460.0,Sell,2025-07-17,Thursday,17:25:00,0.03,1.447,99.79310344827586,2025-07-17,,,Exit Condition Met For Trade
198.2,2025-07-17,Thursday,13:30:00,8.54,0.1,PE,3420.0,Sell,2025-07-17,Thursday,17:25:00,0.02,0.852,99.76580796252928,2025-07-17,,,Exit Condition Met For Trade
199,2025-07-18,,13:30:00,3604.49,,,,,2025-07-18,,17:25:00,3614.39,2.94,,,2.944,-0.24300000000000033,Exit Condition Met For Trade
199.1,2025-07-18,Friday,13:30:00,16.56,0.1,CE,3620.0,Sell,2025-07-18,Friday,17:25:00,0.01,1.6549999999999998,99.93961352657004,2025-07-18,,,Exit Condition Met For Trade
199.2,2025-07-18,Friday,13:30:00,12.96,0.1,PE,3580.0,Sell,2025-07-18,Friday,17:25:00,0.03,1.2930000000000001,99.76851851851853,2025-07-18,,,Exit Condition Met For Trade
200,2025-07-19,,13:30:00,3571.37,,,,,2025-07-19,,17:25:00,3552.02,1.0,,,1.0,-0.9339999999999997,Exit Condition Met For Trade
200.1,2025-07-19,Saturday,13:30:00,2.98,0.1,CE,3600.0,Sell,2025-07-19,Saturday,17:25:00,0.01,0.29700000000000004,99.66442953020135,2025-07-19,,,Exit Condition Met For Trade
200.2,2025-07-19,Saturday,13:30:00,7.02,0.1,PE,3560.0,Sell,2025-07-19,Saturday,17:25:00,0.01,0.7010000000000001,99.85754985754987,2025-07-19,,,Exit Condition Met For Trade
201,2025-07-20,,13:30:00,3668.52,,,,,2025-07-20,,17:25:00,3750.4,-3.8199999999999994,,,0.007999999999999785,-4.055,Exit Condition Met For Trade
201.1,2025-07-20,Sunday,13:30:00,10.7,0.1,CE,3680.0,Sell,2025-07-20,Sunday,17:25:00,54.21,-4.351000000000001,-406.6355140186917,2025-07-20,,,Exit Condition Met For Trade
201.2,2025-07-20,Sunday,13:30:00,5.3,0.1,PE,3640.0,Sell,2025-07-20,Sunday,17:25:00,0.01,0.529,99.81132075471699,2025-07-20,,,Exit Condition Met For Trade
202,2025-07-21,,13:30:00,3787.72,,,,,2025-07-21,,17:25:00,3812.45,0.2899999999999999,,,1.6820000000000002,-0.7849999999999997,Exit Condition Met For Trade
202.1,2025-07-21,Monday,13:30:00,14.87,0.1,CE,3800.0,Sell,2025-07-21,Monday,17:25:00,20.2,-0.533,-35.84398117014123,2025-07-21,,,Exit Condition Met For Trade
202.2,2025-07-21,Monday,13:30:00,8.17,0.1,PE,3760.0,Sell,2025-07-21,Monday,17:25:00,0.01,0.8160000000000001,99.87760097919217,2025-07-21,,,Exit Condition Met For Trade
203,2025-07-22,,13:30:00,3677.04,,,,,2025-07-22,,17:25:00,3705.99,2.23,,,2.232,-2.1439999999999997,Exit Condition Met For Trade
203.1,2025-07-22,Tuesday,13:30:00,10.49,0.1,CE,3700.0,Sell,2025-07-22,Tuesday,17:25:00,0.64,0.985,93.89895138226882,2025-07-22,,,Exit Condition Met For Trade
203.2,2025-07-22,Tuesday,13:30:00,12.46,0.1,PE,3660.0,Sell,2025-07-22,Tuesday,17:25:00,0.01,1.245,99.91974317817014,2025-07-22,,,Exit Condition Met For Trade
204,2025-07-23,,13:30:00,3673.33,,,,,2025-07-23,,17:25:00,3670.31,1.3199999999999998,,,1.326,-0.8739999999999999,Exit Condition Met For Trade
204.1,2025-07-23,Wednesday,13:30:00,4.84,0.1,CE,3700.0,Sell,2025-07-23,Wednesday,17:25:00,0.01,0.48300000000000004,99.79338842975207,2025-07-23,,,Exit Condition Met For Trade
204.2,2025-07-23,Wednesday,13:30:00,8.45,0.1,PE,3660.0,Sell,2025-07-23,Wednesday,17:25:00,0.01,0.844,99.88165680473374,2025-07-23,,,Exit Condition Met For Trade
205,2025-07-24,,13:30:00,3591.71,,,,,2025-07-24,,17:25:00,3655.99,-1.2900000000000003,,,1.549,-1.9220000000000006,Exit Condition Met For Trade
205.1,2025-07-24,Thursday,13:30:00,7.16,0.1,CE,3620.0,Sell,2025-07-24,Thursday,17:25:00,31.7,-2.454,-342.7374301675978,2025-07-24,,,Exit Condition Met For Trade
205.2,2025-07-24,Thursday,13:30:00,11.63,0.1,PE,3580.0,Sell,2025-07-24,Thursday,17:25:00,0.01,1.1620000000000001,99.9140154772141,2025-07-24,,,Exit Condition Met For Trade
206,2025-07-25,,13:30:00,3631.58,,,,,2025-07-25,,17:25:00,3721.49,-4.69,,,0.8480000000000003,-6.193,Exit Condition Met For Trade
206.1,2025-07-25,Friday,13:30:00,14.45,0.1,CE,3650.0,Sell,2025-07-25,Friday,17:25:00,78.57,-6.411999999999999,-443.7370242214532,2025-07-25,,,Exit Condition Met For Trade
206.2,2025-07-25,Friday,13:30:00,17.21,0.1,PE,3620.0,Sell,2025-07-25,Friday,17:25:00,0.01,1.72,99.9418942475305,2025-07-25,,,Exit Condition Met For Trade
207,2025-07-26,,13:30:00,3742.3,,,,,2025-07-26,,17:25:00,3741.5,1.0,,,1.0,-1.22,Exit Condition Met For Trade
207.1,2025-07-26,Saturday,13:30:00,5.76,0.1,CE,3760.0,Sell,2025-07-26,Saturday,17:25:00,0.01,0.5750000000000001,99.82638888888889,2025-07-26,,,Exit Condition Met For Trade
207.2,2025-07-26,Saturday,13:30:00,4.22,0.1,PE,3720.0,Sell,2025-07-26,Saturday,17:25:00,0.01,0.42100000000000004,99.76303317535546,2025-07-26,,,Exit Condition Met For Trade
208,2025-07-27,,13:30:00,3768.13,,,,,2025-07-27,,17:25:00,3813.58,-2.75,,,0.538,-4.660000000000001,Exit Condition Met For Trade
208.1,2025-07-27,Sunday,13:30:00,6.97,0.1,CE,3780.0,Sell,2025-07-27,Sunday,17:25:00,36.74,-2.9770000000000003,-427.11621233859404,2025-07-27,,,Exit Condition Met For Trade
208.2,2025-07-27,Sunday,13:30:00,2.33,0.1,PE,3740.0,Sell,2025-07-27,Sunday,17:25:00,0.01,0.23200000000000004,99.57081545064379,2025-07-27,,,Exit Condition Met For Trade
209,2025-07-28,,13:30:00,3893.02,,,,,2025-07-28,,17:25:00,3878.08,1.5699999999999998,,,1.8430000000000002,-0.03999999999999959,Exit Condition Met For Trade
209.1,2025-07-28,Monday,13:30:00,9.67,0.1,CE,3920.0,Sell,2025-07-28,Monday,17:25:00,0.01,0.9660000000000001,99.8965873836608,2025-07-28,,,Exit Condition Met For Trade
209.2,2025-07-28,Monday,13:30:00,14.1,0.1,PE,3880.0,Sell,2025-07-28,Monday,17:25:00,8.09,0.601,42.6241134751773,2025-07-28,,,Exit Condition Met For Trade
210,2025-07-29,,13:30:00,3877.58,,,,,2025-07-29,,17:25:00,3822.01,-1.3399999999999999,,,1.4749999999999996,-1.684000000000001,Exit Condition Met For Trade
210.1,2025-07-29,Tuesday,13:30:00,11.25,0.1,CE,3900.0,Sell,2025-07-29,Tuesday,17:25:00,0.01,1.124,99.91111111111111,2025-07-29,,,Exit Condition Met For Trade
210.2,2025-07-29,Tuesday,13:30:00,12.12,0.1,PE,3860.0,Sell,2025-07-29,Tuesday,17:25:00,36.76,-2.4640000000000004,-203.30033003300332,2025-07-29,,,Exit Condition Met For Trade
211,2025-07-30,,13:30:00,3811.43,,,,,2025-07-30,,17:25:00,3751.51,-2.75,,,0.9770000000000001,-2.880000000000001,Exit Condition Met For Trade
211.1,2025-07-30,Wednesday,13:30:00,5.66,0.1,CE,3840.0,Sell,2025-07-30,Wednesday,17:25:00,0.01,0.5650000000000001,99.82332155477032,2025-07-30,,,Exit Condition Met For Trade
211.2,2025-07-30,Wednesday,13:30:00,10.62,0.1,PE,3800.0,Sell,2025-07-30,Wednesday,17:25:00,43.83,-3.321,-312.7118644067797,2025-07-30,,,Exit Condition Met For Trade
212,2025-07-31,,13:30:00,3863.92,,,,,2025-07-31,,17:25:00,3832.44,1.12,,,1.2760000000000002,0,Exit Condition Met For Trade
212.1,2025-07-31,Thursday,13:30:00,8.46,0.1,CE,3880.0,Sell,2025-07-31,Thursday,17:25:00,0.01,0.8450000000000002,99.88179669030733,2025-07-31,,,Exit Condition Met For Trade
212.2,2025-07-31,Thursday,13:30:00,5.76,0.1,PE,3840.0,Sell,2025-07-31,Thursday,17:25:00,3.09,0.267,46.35416666666667,2025-07-31,,,Exit Condition Met For Trade
213,2025-08-01,,13:30:00,3650.73,,,,,2025-08-01,,17:25:00,3642.48,2.23,,,2.23,-2.336,Exit Condition Met For Trade
213.1,2025-08-01,Friday,13:30:00,16.35,0.1,CE,3660.0,Sell,2025-08-01,Friday,17:25:00,0.01,1.6340000000000001,99.93883792048929,2025-08-01,,,Exit Condition Met For Trade
213.2,2025-08-01,Friday,13:30:00,15.85,0.1,PE,3640.0,Sell,2025-08-01,Friday,17:25:00,9.84,0.601,37.91798107255521,2025-08-01,,,Exit Condition Met For Trade
214,2025-08-02,,13:30:00,3519.53,,,,,2025-08-02,,17:25:00,3504.74,1.31,,,1.31,-1.322,Exit Condition Met For Trade
214.1,2025-08-02,Saturday,13:30:00,6.36,0.1,CE,3540.0,Sell,2025-08-02,Saturday,17:25:00,0.01,0.6350000000000001,99.84276729559748,2025-08-02,,,Exit Condition Met For Trade
214.2,2025-08-02,Saturday,13:30:00,6.7,0.1,PE,3500.0,Sell,2025-08-02,Saturday,17:25:00,0.01,0.669,99.85074626865672,2025-08-02,,,Exit Condition Met For Trade
215,2025-08-03,,13:30:00,3456.23,,,,,2025-08-03,,17:25:00,3493.88,-0.33999999999999997,,,0.6809999999999998,-2.6130000000000004,Exit Condition Met For Trade
215.1,2025-08-03,Sunday,13:30:00,4.19,0.1,CE,3480.0,Sell,2025-08-03,Sunday,17:25:00,13.71,-0.952,-227.20763723150355,2025-08-03,,,Exit Condition Met For Trade
215.2,2025-08-03,Sunday,13:30:00,6.1,0.1,PE,3440.0,Sell,2025-08-03,Sunday,17:25:00,0.01,0.609,99.8360655737705,2025-08-03,,,Exit Condition Met For Trade
216,2025-08-04,,13:30:00,3552.37,,,,,2025-08-04,,17:25:00,3555.52,1.24,,,1.24,-0.0409999999999997,Exit Condition Met For Trade
216.1,2025-08-04,Monday,13:30:00,4.21,0.1,CE,3580.0,Sell,2025-08-04,Monday,17:25:00,0.01,0.42000000000000004,99.7624703087886,2025-08-04,,,Exit Condition Met For Trade
216.2,2025-08-04,Monday,13:30:00,8.21,0.1,PE,3540.0,Sell,2025-08-04,Monday,17:25:00,0.04,0.8170000000000002,99.5127892813642,2025-08-04,,,Exit Condition Met For Trade
217,2025-08-05,,13:30:00,3613.25,,,,,2025-08-05,,17:25:00,3667.17,-1.88,,,0.41900000000000004,-3.9619999999999997,Exit Condition Met For Trade
217.1,2025-08-05,Tuesday,13:30:00,5.28,0.1,CE,3640.0,Sell,2025-08-05,Tuesday,17:25:00,33.38,-2.8100000000000005,-532.1969696969696,2025-08-05,,,Exit Condition Met For Trade
217.2,2025-08-05,Tuesday,13:30:00,9.27,0.1,PE,3600.0,Sell,2025-08-05,Tuesday,17:25:00,0.01,0.926,99.89212513484358,2025-08-05,,,Exit Condition Met For Trade
218,2025-08-06,,13:30:00,3640.28,,,,,2025-08-06,,17:25:00,3619.17,1.29,,,1.29,-0.5229999999999999,Exit Condition Met For Trade
218.1,2025-08-06,Wednesday,13:30:00,6.57,0.1,CE,3660.0,Sell,2025-08-06,Wednesday,17:25:00,0.01,0.6560000000000001,99.84779299847793,2025-08-06,,,Exit Condition Met For Trade
218.2,2025-08-06,Wednesday,13:30:00,6.33,0.1,PE,3620.0,Sell,2025-08-06,Wednesday,17:25:00,0.03,0.63,99.5260663507109,2025-08-06,,,Exit Condition Met For Trade
219,2025-08-07,,13:30:00,3702.58,,,,,2025-08-07,,17:25:00,3833.52,-9.4,,,0.18499999999999994,-9.487000000000002,Exit Condition Met For Trade
219.1,2025-08-07,Thursday,13:30:00,6.68,0.1,CE,3720.0,Sell,2025-08-07,Thursday,17:25:00,105.65,-9.897,-1481.5868263473055,2025-08-07,,,Exit Condition Met For Trade
219.2,2025-08-07,Thursday,13:30:00,4.97,0.1,PE,3680.0,Sell,2025-08-07,Thursday,17:25:00,0.01,0.496,99.79879275653924,2025-08-07,,,Exit Condition Met For Trade
220,2025-08-08,,13:30:00,3915.98,,,,,2025-08-08,,17:25:00,3919.52,2.08,,,2.088,-0.31300000000000017,Exit Condition Met For Trade
220.1,2025-08-08,Friday,13:30:00,9.43,0.1,CE,3940.0,Sell,2025-08-08,Friday,17:25:00,0.01,0.9420000000000001,99.89395546129374,2025-08-08,,,Exit Condition Met For Trade
220.2,2025-08-08,Friday,13:30:00,11.54,0.1,PE,3900.0,Sell,2025-08-08,Friday,17:25:00,0.15,1.139,98.7001733102253,2025-08-08,,,Exit Condition Met For Trade
221,2025-08-09,,13:30:00,4170.43,,,,,2025-08-09,,17:25:00,4198.11,2.24,,,2.24,-2.2030000000000003,Exit Condition Met For Trade
221.1,2025-08-09,Saturday,13:30:00,8.96,0.1,CE,4200.0,Sell,2025-08-09,Saturday,17:25:00,1.95,0.7010000000000001,78.23660714285715,2025-08-09,,,Exit Condition Met For Trade
221.2,2025-08-09,Saturday,13:30:00,15.41,0.1,PE,4160.0,Sell,2025-08-09,Saturday,17:25:00,0.01,1.54,99.93510707332901,2025-08-09,,,Exit Condition Met For Trade
222,2025-08-10,,13:30:00,4185.07,,,,,2025-08-10,,17:25:00,4198.65,1.26,,,1.714,-1.2040000000000002,Exit Condition Met For Trade
222.1,2025-08-10,Sunday,13:30:00,11.92,0.1,CE,4200.0,Sell,2025-08-10,Sunday,17:25:00,7.9,0.40199999999999997,33.724832214765094,2025-08-10,,,Exit Condition Met For Trade
222.2,2025-08-10,Sunday,13:30:00,8.64,0.1,PE,4160.0,Sell,2025-08-10,Sunday,17:25:00,0.01,0.8630000000000001,99.88425925925927,2025-08-10,,,Exit Condition Met For Trade
223,2025-08-11,,13:30:00,4273.92,,,,,2025-08-11,,17:25:00,4182.0,-3.5500000000000007,,,1.5650000000000004,-3.7960000000000003,Exit Condition Met For Trade
223.1,2025-08-11,Monday,13:30:00,11.78,0.1,CE,4300.0,Sell,2025-08-11,Monday,17:25:00,0.01,1.177,99.9151103565365,2025-08-11,,,Exit Condition Met For Trade
223.2,2025-08-11,Monday,13:30:00,15.97,0.1,PE,4260.0,Sell,2025-08-11,Monday,17:25:00,63.23,-4.726,-295.92986850344397,2025-08-11,,,Exit Condition Met For Trade
224,2025-08-12,,13:30:00,4315.83,,,,,2025-08-12,,17:25:00,4282.94,0.15000000000000002,,,0.911,-1.995,Exit Condition Met For Trade
224.1,2025-08-12,Tuesday,13:30:00,9.81,0.1,CE,4340.0,Sell,2025-08-12,Tuesday,17:25:00,0.01,0.9800000000000001,99.8980632008155,2025-08-12,,,Exit Condition Met For Trade
224.2,2025-08-12,Tuesday,13:30:00,11.95,0.1,PE,4300.0,Sell,2025-08-12,Tuesday,17:25:00,20.25,-0.8300000000000001,-69.45606694560671,2025-08-12,,,Exit Condition Met For Trade
225,2025-08-13,,13:30:00,4625.39,,,,,2025-08-13,,17:25:00,4684.72,-1.46,,,0.984,-4.219,Exit Condition Met For Trade
225.1,2025-08-13,Wednesday,13:30:00,15.76,0.1,CE,4640.0,Sell,2025-08-13,Wednesday,17:25:00,41.86,-2.6100000000000003,-165.60913705583758,2025-08-13,,,Exit Condition Met For Trade
225.2,2025-08-13,Wednesday,13:30:00,11.47,0.1,PE,4600.0,Sell,2025-08-13,Wednesday,17:25:00,0.01,1.1460000000000001,99.91281604184829,2025-08-13,,,Exit Condition Met For Trade
226,2025-08-14,,13:30:00,4748.53,,,,,2025-08-14,,17:25:00,4714.05,1.53,,,2.2,-0.2829999999999999,Exit Condition Met For Trade
226.1,2025-08-14,Thursday,13:30:00,18.0,0.1,CE,4760.0,Sell,2025-08-14,Thursday,17:25:00,0.01,1.799,99.94444444444443,2025-08-14,,,Exit Condition Met For Trade
226.2,2025-08-14,Thursday,13:30:00,11.29,0.1,PE,4720.0,Sell,2025-08-14,Thursday,17:25:00,14.01,-0.2720000000000001,-24.092116917626225,2025-08-14,,,Exit Condition Met For Trade
227,2025-08-15,,13:30:00,4640.43,,,,,2025-08-15,,17:25:00,4638.41,2.67,,,2.676,-0.10499999999999998,Exit Condition Met For Trade
227.1,2025-08-15,Friday,13:30:00,13.94,0.1,CE,4660.0,Sell,2025-08-15,Friday,17:25:00,0.01,1.393,99.92826398852225,2025-08-15,,,Exit Condition Met For Trade
227.2,2025-08-15,Friday,13:30:00,12.9,0.1,PE,4620.0,Sell,2025-08-15,Friday,17:25:00,0.08,1.282,99.37984496124031,2025-08-15,,,Exit Condition Met For Trade
228,2025-08-16,,13:30:00,4452.07,,,,,2025-08-16,,17:25:00,4386.65,-1.94,,,1.0380000000000003,-4.215999999999999,Exit Condition Met For Trade
228.1,2025-08-16,Saturday,13:30:00,6.8,0.1,CE,4480.0,Sell,2025-08-16,Saturday,17:25:00,0.01,0.679,99.8529411764706,2025-08-16,,,Exit Condition Met For Trade
228.2,2025-08-16,Saturday,13:30:00,11.77,0.1,PE,4440.0,Sell,2025-08-16,Saturday,17:25:00,37.99,-2.6220000000000003,-222.76975361087514,2025-08-16,,,Exit Condition Met For Trade
229,2025-08-17,,13:30:00,4467.23,,,,,2025-08-17,,17:25:00,4558.11,-6.5,,,0.17700000000000005,-7.813000000000001,Exit Condition Met For Trade
229.1,2025-08-17,Sunday,13:30:00,8.09,0.1,CE,4480.0,Sell,2025-08-17,Sunday,17:25:00,76.85,-6.8759999999999994,-849.9381953028429,2025-08-17,,,Exit Condition Met For Trade
229.2,2025-08-17,Sunday,13:30:00,3.77,0.1,PE,4440.0,Sell,2025-08-17,Sunday,17:25:00,0.01,0.37600000000000006,99.73474801061008,2025-08-17,,,Exit Condition Met For Trade
230,2025-08-18,,13:30:00,4257.27,,,,,2025-08-18,,17:25:00,4269.9,4.199999999999999,,,4.202999999999999,-0.4769999999999994,Exit Condition Met For Trade
230.1,2025-08-18,Monday,13:30:00,20.14,0.1,CE,4280.0,Sell,2025-08-18,Monday,17:25:00,0.01,2.013,99.95034756703078,2025-08-18,,,Exit Condition Met For Trade
230.2,2025-08-18,Monday,13:30:00,21.98,0.1,PE,4240.0,Sell,2025-08-18,Monday,17:25:00,0.08,2.1900000000000004,99.63603275705186,2025-08-18,,,Exit Condition Met For Trade
231,2025-08-19,,13:30:00,4234.37,,,,,2025-08-19,,17:25:00,4306.01,-2.09,,,0.6049999999999998,-2.9260000000000006,Exit Condition Met For Trade
231.1,2025-08-19,Tuesday,13:30:00,9.79,0.1,CE,4260.0,Sell,2025-08-19,Tuesday,17:25:00,44.61,-3.482,-355.66905005107253,2025-08-19,,,Exit Condition Met For Trade
231.2,2025-08-19,Tuesday,13:30:00,13.92,0.1,PE,4220.0,Sell,2025-08-19,Tuesday,17:25:00,0.01,1.391,99.92816091954023,2025-08-19,,,Exit Condition Met For Trade
232,2025-08-20,,13:30:00,4185.42,,,,,2025-08-20,,17:25:00,4185.25,2.24,,,2.24,-2.154,Exit Condition Met For Trade
232.1,2025-08-20,Wednesday,13:30:00,13.09,0.1,CE,4200.0,Sell,2025-08-20,Wednesday,17:25:00,0.01,1.308,99.92360580595874,2025-08-20,,,Exit Condition Met For Trade
232.2,2025-08-20,Wednesday,13:30:00,9.36,0.1,PE,4160.0,Sell,2025-08-20,Wednesday,17:25:00,0.07,0.9289999999999999,99.25213675213675,2025-08-20,,,Exit Condition Met For Trade
233,2025-08-21,,13:30:00,4310.98,,,,,2025-08-21,,17:25:00,4276.28,0.62,,,1.724,-2.267000000000001,Exit Condition Met For Trade
233.1,2025-08-21,Thursday,13:30:00,7.35,0.1,CE,4340.0,Sell,2025-08-21,Thursday,17:25:00,0.01,0.734,99.8639455782313,2025-08-21,,,Exit Condition Met For Trade
233.2,2025-08-21,Thursday,13:30:00,13.01,0.1,PE,4300.0,Sell,2025-08-21,Thursday,17:25:00,14.14,-0.11300000000000009,-8.685626441199084,2025-08-21,,,Exit Condition Met For Trade
234,2025-08-22,,13:30:00,4328.09,,,,,2025-08-22,,17:25:00,4281.63,0.79,,,1.6320000000000001,-0.4500000000000002,Exit Condition Met For Trade
234.1,2025-08-22,Friday,13:30:00,15.17,0.1,CE,4340.0,Sell,2025-08-22,Friday,17:25:00,0.01,1.516,99.9340804218853,2025-08-22,,,Exit Condition Met For Trade
234.2,2025-08-22,Friday,13:30:00,9.94,0.1,PE,4300.0,Sell,2025-08-22,Friday,17:25:00,17.23,-0.7290000000000001,-73.3400402414487,2025-08-22,,,Exit Condition Met For Trade
235,2025-08-23,,13:30:00,4713.8,,,,,2025-08-23,,17:25:00,4711.47,2.6100000000000003,,,2.6100000000000003,0,Exit Condition Met For Trade
235.1,2025-08-23,Saturday,13:30:00,10.55,0.1,CE,4740.0,Sell,2025-08-23,Saturday,17:25:00,0.01,1.054,99.90521327014217,2025-08-23,,,Exit Condition Met For Trade
235.2,2025-08-23,Saturday,13:30:00,15.57,0.1,PE,4700.0,Sell,2025-08-23,Saturday,17:25:00,0.01,1.556,99.93577392421322,2025-08-23,,,Exit Condition Met For Trade
236,2025-08-24,,13:30:00,4758.81,,,,,2025-08-24,,17:25:00,4750.0,1.3,,,1.314,-0.45300000000000007,Exit Condition Met For Trade
236.1,2025-08-24,Sunday,13:30:00,6.59,0.1,CE,4780.0,Sell,2025-08-24,Sunday,17:25:00,0.01,0.658,99.84825493171472,2025-08-24,,,Exit Condition Met For Trade
236.2,2025-08-24,Sunday,13:30:00,7.1,0.1,PE,4740.0,Sell,2025-08-24,Sunday,17:25:00,0.67,0.643,90.56338028169014,2025-08-24,,,Exit Condition Met For Trade
237,2025-08-25,,13:30:00,4591.31,,,,,2025-08-25,,17:25:00,4595.01,3.79,,,3.7980000000000005,-1.1249999999999996,Exit Condition Met For Trade
237.1,2025-08-25,Monday,13:30:00,15.92,0.1,CE,4620.0,Sell,2025-08-25,Monday,17:25:00,0.01,1.5910000000000002,99.93718592964824,2025-08-25,,,Exit Condition Met For Trade
237.2,2025-08-25,Monday,13:30:00,22.67,0.1,PE,4580.0,Sell,2025-08-25,Monday,17:25:00,0.67,2.2,97.04455227172474,2025-08-25,,,Exit Condition Met For Trade
238,2025-08-26,,13:30:00,4429.27,,,,,2025-08-26,,17:25:00,4417.86,2.7800000000000002,,,2.7800000000000002,-0.23399999999999999,Exit Condition Met For Trade
238.1,2025-08-26,Tuesday,13:30:00,17.42,0.1,CE,4440.0,Sell,2025-08-26,Tuesday,17:25:00,0.01,1.741,99.9425947187141,2025-08-26,,,Exit Condition Met For Trade
238.2,2025-08-26,Tuesday,13:30:00,10.4,0.1,PE,4400.0,Sell,2025-08-26,Tuesday,17:25:00,0.03,1.0370000000000001,99.71153846153845,2025-08-26,,,Exit Condition Met For Trade
239,2025-08-27,,13:30:00,4580.63,,,,,2025-08-27,,17:25:00,4610.08,2.37,,,2.4040000000000004,-0.36300000000000043,Exit Condition Met For Trade
239.1,2025-08-27,Wednesday,13:30:00,12.84,0.1,CE,4600.0,Sell,2025-08-27,Wednesday,17:25:00,1.38,1.1460000000000001,89.25233644859813,2025-08-27,,,Exit Condition Met For Trade
239.2,2025-08-27,Wednesday,13:30:00,12.22,0.1,PE,4560.0,Sell,2025-08-27,Wednesday,17:25:00,0.01,1.221,99.91816693944352,2025-08-27,,,Exit Condition Met For Trade
240,2025-08-28,,13:30:00,4596.79,,,,,2025-08-28,,17:25:00,4594.6,2.13,,,2.13,-0.8070000000000004,Exit Condition Met For Trade
240.1,2025-08-28,Thursday,13:30:00,9.72,0.1,CE,4620.0,Sell,2025-08-28,Thursday,17:25:00,0.05,0.9670000000000001,99.48559670781893,2025-08-28,,,Exit Condition Met For Trade
240.2,2025-08-28,Thursday,13:30:00,11.59,0.1,PE,4580.0,Sell,2025-08-28,Thursday,17:25:00,0.01,1.1580000000000001,99.9137187230371,2025-08-28,,,Exit Condition Met For Trade
241,2025-08-29,,13:30:00,4381.08,,,,,2025-08-29,,17:25:00,4343.93,0.7400000000000001,,,1.4760000000000004,-1.9089999999999998,Exit Condition Met For Trade
241.1,2025-08-29,Friday,13:30:00,13.15,0.1,CE,4400.0,Sell,2025-08-29,Friday,17:25:00,0.01,1.314,99.92395437262357,2025-08-29,,,Exit Condition Met For Trade
241.2,2025-08-29,Friday,13:30:00,12.47,0.1,PE,4360.0,Sell,2025-08-29,Friday,17:25:00,18.16,-0.569,-45.62951082598236,2025-08-29,,,Exit Condition Met For Trade
242,2025-08-30,,13:30:00,4402.32,,,,,2025-08-30,,17:25:00,4388.84,1.8599999999999999,,,1.8610000000000002,-0.0009999999999998899,Exit Condition Met For Trade
242.1,2025-08-30,Saturday,13:30:00,9.99,0.1,CE,4420.0,Sell,2025-08-30,Saturday,17:25:00,0.01,0.9980000000000001,99.89989989989989,2025-08-30,,,Exit Condition Met For Trade
242.2,2025-08-30,Saturday,13:30:00,8.64,0.1,PE,4380.0,Sell,2025-08-30,Saturday,17:25:00,0.01,0.8630000000000001,99.88425925925927,2025-08-30,,,Exit Condition Met For Trade
243,2025-08-31,,13:30:00,4450.93,,,,,2025-08-31,,17:25:00,4477.83,1.47,,,1.47,0,Exit Condition Met For Trade
243.1,2025-08-31,Sunday,13:30:00,5.01,0.1,CE,4480.0,Sell,2025-08-31,Sunday,17:25:00,0.01,0.5,99.8003992015968,2025-08-31,,,Exit Condition Met For Trade
243.2,2025-08-31,Sunday,13:30:00,9.71,0.1,PE,4440.0,Sell,2025-08-31,Sunday,17:25:00,0.01,0.9700000000000002,99.89701338825952,2025-08-31,,,Exit Condition Met For Trade
244,2025-09-01,,13:30:00,4463.35,,,,,2025-09-01,,17:25:00,4397.41,-2.18,,,1.224,-2.4950000000000006,Exit Condition Met For Trade
244.1,2025-09-01,Monday,13:30:00,13.85,0.1,CE,4480.0,Sell,2025-09-01,Monday,17:25:00,0.01,1.3840000000000001,99.92779783393502,2025-09-01,,,Exit Condition Met For Trade
244.2,2025-09-01,Monday,13:30:00,10.58,0.1,PE,4440.0,Sell,2025-09-01,Monday,17:25:00,46.13,-3.5550000000000006,-336.0113421550095,2025-09-01,,,Exit Condition Met For Trade
245,2025-09-02,,13:30:00,4377.45,,,,,2025-09-02,,17:25:00,4353.45,1.92,,,1.9250000000000003,-0.10899999999999999,Exit Condition Met For Trade
